0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
@AshwaniMundra @flipkartsupport @jagograhakjago @Flipkart @amazonIN Will surely do.,                        .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@luvvivek @Flipkart @flipkartsupport @RBI The best possible option is  start boycott @flipkart and move to @amazonIN or @cromaretail ....,                                                                        ....,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Hey all i wanna tell you something about india's Biggest e-commerce giant #Walmart  who own 77% stake of #Flipkart… https://t.co/rE4g7J1wZ2,                                              '                           #                 77%          #        …      :// .  /  4 7 1  2,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ashu_loveable @Flipkart Standard of fkrt is down, _                                   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@buildingnothing @nothing @Flipkart I am not going to buy this now.. ENOUGH IS ENOUGH.. @buildingnothing,                                    ..                 ..  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart 
A  Fraud with me by flipcart 
I can't believe
My Order ID - OD225536319246675000
Item delivered on next… https://t.co/6lPZqCRiE6","  
                             
     '         
                22553631 246675000
                      …      :// .  /6        6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Mera kal aayega 2 packet of cashew,                  2                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"So Flipkart is continuously delaying the delivery of @nothing #NothingPhone1 with baseless excuses.

They haven't e… https://t.co/Rw7hRWzjkU","                                                       #            1                      .

          '   …      :// .  /  7       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Worst service of the @Flipkart my money is get debited from my account but still no any refund.I checked after mone… https://t.co/0p9TIdtKK9,                                                                                      .                    …      :// .  /0         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@HideSunlight @buildingnothing @nothing @Flipkart Hmm. I am going after flipkart in case this is not refunded in 24 hours,           .                                                           24      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Yesterday, I called Flipkart Customer Support and got abused by two Executives during the call for a refu… https://t.co/rZKNgTAp77","           ,                                                                                               …      :// .  /        77",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ManiSingla7 @classygirl_y @Flipkart @flipkartsupport @getpeid @nothing @nothingsupport Did you try collecting from the warehouse?, 7  _                                                     ?,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@SsrRules @Flipkart Haha 
Best tweet.
 😅👍

Sushant Man Of Value 💯","         
          .
 😅👍

                     💯",0.0,0.0,neutral,0.0,2.0,0.0,0.0
நீங்கள் இந்தி பேசும் மக்களுடன் மட்டும் தான் வர்த்தகம் செய்கின்றீர்களா. @flipkartsupport @FlipkartStories @Flipkart https://t.co/f2IPUnOwDu,நீங்கள் இந்தி பேசும் மக்களுடன் மட்டும் தான் வர்த்தகம் செய்கின்றீர்களா.            :// .  / 2        ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @MuttinHrithik: Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link Belo…","                                                ,                                          .

                           …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart நீங்கள் இந்தி பேசும் மக்களுடன் மட்டும் தான் வர்த்தகம் செய்கின்றீர்களா. @flipkartsupport @Flipkart,  நீங்கள் இந்தி பேசும் மக்களுடன் மட்டும் தான் வர்த்தகம் செய்கின்றீர்களா.    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@MrsKashyap_ @subedarjee @amazonIN @Flipkart @subedarjeemfp @dholes @AmritaRathodBJP @RituRaginiBJP @IGuruPrakash… https://t.co/6A7DE8mok3, _                …      :// .  /6 7  8   3,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@AdvJsolanki @flipkartsupport @nothingsupport @nothing @Flipkart @getpeid Is your device shipped by now?,                                         ?,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@picsational @classygirl_y @Flipkart @flipkartsupport @getpeid @nothing @nothingsupport Sorry, but i have cancelled… https://t.co/Qd4sJl1m6k","   _                 ,                     …      :// .  /  4   1 6 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Duggal aaj refund ka wait kr rahe hain @Flipkart https://t.co/8iKlz2yK9P,                                                :// .  /8    2    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@deniljosephp @flipkartsupport @Flipkart कंपनी फ्रॉड है सावधान ऑनलाइन फ्रॉड फ्लिपकार्ट,      कंपनी फ्रॉड है सावधान ऑनलाइन फ्रॉड फ्लिपकार्ट,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart check noise prima 2 price... https://t.co/3eVcc87eU3,                    2      ...      :// .  /3    87  3,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Please don't buy expensive products here, very unsecured payment system. @Flipkart","            '                             ,                              .  ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Why not added my gift card Rs.100 please reply me
@Flipkart @flipkartsupport @flipkart_tech @FlipkartStories… https://t.co/RZdYotOXYL","                             .100                
     _      …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart के लीचड़ लोगों, कर क्या रहे हो तुम लोग? Order बुक ही क्यों करते हो जब देना नहीं है तो! ऊ… https://t.co/CwC5tazeUW","    के लीचड़ लोगों, कर क्या रहे हो तुम लोग?       बुक ही क्यों करते हो जब देना नहीं है तो! ऊ…      :// .  /   5      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart I was planning to gift someone on his birthday but Flipkart spoil all the things, amount deducted from my… https://t.co/ETUNqpcHj8","                                                                                  ,                        …      :// .  /         8",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@sairazesh @Flipkart Did you receive your order by now? I hope you did.,                                     ?               .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @mit_chokshi: @myntra I m not believe in these type of knowledge.. Kindly give counter excuse  don't try to making some buttering , I wa…","                                             ..                                '                               ,     …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"To date even after ordering and paying for the @nothing Phone 1, the phone did not ship from @Flipkart Almost 8 day… https://t.co/aGNBBIC2cu","                                                       1,                                      8    …      :// .  /       2  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@myntra I m not believe in these type of knowledge.. Kindly give counter excuse  don't try to making some buttering… https://t.co/pEthihG7Uv,                                            ..                                '                              …      :// .  /       7  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Harsh_____Shah @Flipkart Pathetic service by Flipkart , i had bad experience also"," _____                                    ,                          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@buildingnothing @nothing @Flipkart Couldn't exchange my current phone Realme GT Master Edition.
Because Flipkart d… https://t.co/tWRKuwhu8Y","            '                                                    .
                  …      :// .  /        8 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@buildingnothing @nothing @Flipkart I received an SMS from @Flipkart  for the same today, but when I visited the Fl… https://t.co/XmNBWr2myX","                                                  ,                          …      :// .  /      2   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ManiSingla7 @classygirl_y @Flipkart @flipkartsupport @getpeid @nothing @nothingsupport Did they even dispatch it today?, 7  _                                           ?,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @KARISHMAKARANB: ABEY INSANIYAT HAI TUM LOGO MEIN YA FRAUD KARTE KARTE DIL,DIMAG AUR ZUBAN PATHAR KI HO GAYI....@Flipkart @flipkartsuppo…","                                                          ,                                 ....   …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/q5fhEdeo4Z","                                               ,                                          .

                      …      :// .  / 5      4 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Join Our Group For Lowest Cost Deals like these, Offers From Indian Trusted Shopping Sites.

Tap on Invitation Link… https://t.co/L4MeckWp8I","                                               ,                                          .

                      …      :// .  / 4      8 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Gaurav25068206: Again,they intentionally cancelled pickup by their own,even no one came to pickup,wow this is the only tenet of Flipkar…","      ,                                                ,                          ,                                     …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @ekartlogistics Please atleast provide you hub address so that I can come and take my ordered product. By… https://t.co/gVnJ0XJ1Dc,                                                                                         .   …      :// .  /    0  1  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@7509178907 @Flipkart Do not buy any Flipkart product,@750 178 07                                  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@7509178907 @Flipkart Very pathetic service provide by Flipkart, i had 3-4 time bad experience also","@750 178 07                                            ,       3 4                         ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
